timestamp,ae_energy,ae_count,vibration_rms,temperature,current,pressure
2026-05-17 06:55:55,4.4732,83.7885,0.8668,38.0625,12.0947,2.9521
2026-05-17 07:00:55,4.3251,91.2839,0.8933,39.2348,11.8921,2.9955
2026-05-17 07:05:55,4.3674,86.5451,0.8835,36.7377,11.5727,3.032
2026-05-17 07:10:55,4.9112,88.5058,0.9346,39.8735,12.2618,3.0172
2026-05-17 07:15:55,4.468,84.2668,0.8036,39.7442,11.6865,2.8647
2026-05-17 07:20:55,4.3384,83.5107,1.0012,40.558,11.7988,3.0388
2026-05-17 07:25:55,4.5193,84.8323,0.9914,40.1467,11.6444,2.9386
2026-05-17 07:30:55,4.2811,81.7032,0.9556,41.7913,11.5902,2.9838
2026-05-17 07:35:55,4.3373,87.0772,0.8645,38.4632,11.8073,2.9001
2026-05-17 07:40:55,4.5676,89.6986,0.8857,38.4109,11.7135,2.9953
2026-05-17 07:45:55,4.6252,84.1347,0.906,40.4017,11.5496,2.9826
2026-05-17 07:50:55,4.3343,93.4236,0.8542,37.3341,11.5559,2.9529
2026-05-17 07:55:55,4.5649,84.5741,0.9383,37.5062,11.7901,2.8773
2026-05-17 08:00:55,4.337,90.2844,0.8484,39.0385,11.9509,2.9154
2026-05-17 08:05:55,4.7089,83.2218,0.9318,41.2299,11.4293,2.9022
2026-05-17 08:10:55,4.6443,88.7817,0.9223,38.7752,11.813,2.9407
2026-05-17 08:15:55,4.7919,91.5265,0.9203,39.0057,11.7269,2.924
2026-05-17 08:20:55,4.5986,87.4741,0.9174,41.9905,11.9307,2.9304
2026-05-17 08:25:55,4.8003,87.5515,0.7777,38.2903,11.5194,2.9289
2026-05-17 08:30:55,4.5046,100.0586,0.9196,39.2371,11.9244,2.8173
2026-05-17 08:35:55,4.5589,94.6252,0.8113,40.8725,11.8508,2.9251
2026-05-17 08:40:55,4.6582,103.6242,0.9109,39.7979,11.7311,2.899
2026-05-17 08:45:55,4.7076,84.8635,0.9043,38.9268,11.8718,2.97
2026-05-17 08:50:55,4.7594,86.9399,0.8838,38.3255,11.7334,2.9726
2026-05-17 08:55:55,4.6892,84.467,0.9522,41.1268,11.862,3.0626
2026-05-17 09:00:55,4.3066,82.5321,0.7933,41.2953,11.8982,2.9467
2026-05-17 09:05:55,4.57,83.2471,1.0467,39.6551,11.8164,2.9935
2026-05-17 09:10:55,4.6203,91.3433,0.8526,40.0658,12.0823,3.0307
2026-05-17 09:15:55,4.8983,86.9327,0.8406,39.3491,11.8084,3.0157
2026-05-17 09:20:55,4.0769,99.1773,0.8905,38.9877,11.6482,2.8507
2026-05-17 09:25:55,4.7058,90.4399,0.8226,37.9459,11.7496,3.0501
2026-05-17 09:30:55,4.4351,80.9811,0.8853,39.1727,11.3955,2.9467
2026-05-17 09:35:55,4.4423,94.1772,1.0109,40.8519,11.7597,2.8836
2026-05-17 09:40:55,5.1433,90.3553,0.9008,39.471,11.8297,2.9413
2026-05-17 09:45:55,4.3566,86.7188,0.898,38.8479,11.6931,2.9564
2026-05-17 09:50:55,4.4363,99.024,0.7409,40.8098,11.9869,2.8256
2026-05-17 09:55:55,4.4143,87.7714,0.8155,38.5666,11.6334,3.0551
2026-05-17 10:00:55,4.7339,97.6293,0.9433,38.1451,11.7213,2.9794
2026-05-17 10:05:55,4.1945,94.278,0.8856,39.0502,11.9066,2.9767
2026-05-17 10:10:55,4.4098,96.956,0.8351,40.2391,11.889,2.9314
2026-05-17 10:15:55,4.5815,82.4933,0.9554,39.2781,11.7216,3.0129
2026-05-17 10:20:55,4.3239,81.5492,0.8066,40.2272,11.6079,3.0553
2026-05-17 10:25:55,3.9795,100.1787,0.9127,39.3839,11.7183,2.9739
2026-05-17 10:30:55,4.4906,96.6198,0.9069,39.6804,11.7455,2.9466
2026-05-17 10:35:55,4.577,79.739,0.8191,40.3919,11.8256,2.939
2026-05-17 10:40:55,4.5046,92.0855,0.8676,38.566,11.8294,2.8913
2026-05-17 10:45:55,4.6021,79.7845,0.9617,40.0671,11.8384,3.009
2026-05-17 10:50:55,4.9164,96.0862,0.7895,37.9645,11.7063,2.9516
2026-05-17 10:55:55,4.6294,85.6455,0.9112,38.5935,11.7083,2.8656
2026-05-17 11:00:55,4.2692,81.8899,0.8414,40.7644,11.6576,3.1079
2026-05-17 11:05:55,4.6233,91.109,0.8485,40.3404,11.7137,2.9573
2026-05-17 11:10:55,5.14,89.4236,0.969,38.6562,11.7948,3.0562
2026-05-17 11:15:55,4.3433,100.8747,0.9425,38.825,11.8949,3.0084
2026-05-17 11:20:55,4.6555,80.5787,0.8564,39.203,11.7888,2.9872
2026-05-17 11:25:55,4.5444,81.9879,0.9228,40.2327,11.884,3.0148
2026-05-17 11:30:55,4.7085,92.7551,0.8958,37.5068,11.8644,2.9625
2026-05-17 11:35:55,4.5679,82.3395,0.8351,40.7638,11.7941,2.9909
2026-05-17 11:40:55,4.5071,90.1785,0.9563,38.8807,11.8144,2.9223
2026-05-17 11:45:55,4.3914,88.145,0.9133,38.9255,11.9884,2.8963
2026-05-17 11:50:55,4.4533,87.3616,0.9868,39.7359,11.9548,2.8609
2026-05-17 11:55:55,4.5668,95.3378,0.9049,40.7786,11.7224,3.0346
2026-05-17 12:00:55,5.0747,87.823,0.8733,41.2441,12.0369,2.9186
2026-05-17 12:05:55,4.395,88.3093,0.8193,38.3976,11.6494,2.9039
2026-05-17 12:10:55,4.4913,91.4053,0.993,38.302,11.9476,2.9372
2026-05-17 12:15:55,4.4876,94.0489,0.8326,39.9589,11.825,2.9795
2026-05-17 12:20:55,4.5723,104.7318,0.8617,38.8628,11.7065,2.9167
2026-05-17 12:25:55,4.3407,97.1341,0.9852,38.8151,11.6751,2.9783
2026-05-17 12:30:55,4.3619,93.7976,0.9122,37.6811,12.0321,3.0578
2026-05-17 12:35:55,4.3468,87.6738,0.9172,74.90129999999999,13.8988,3.0706
2026-05-17 12:40:55,4.4558,85.2102,0.8172,73.6229,13.795,3.0577
2026-05-17 12:45:55,4.3706,91.3427,0.899,75.92609999999999,14.179,2.9181
2026-05-17 12:50:55,4.3776,96.265,0.9409,76.71600000000001,13.8876,2.9284
2026-05-17 12:55:55,4.6477,96.6522,0.9492,75.1087,13.96,3.0202
2026-05-17 13:00:55,4.8455,93.8923,0.89,74.67609999999999,13.981,2.901
2026-05-17 13:05:55,4.5922,87.64,0.9017,41.0341,11.8287,2.9528
2026-05-17 13:10:55,4.16,94.4775,0.9387,42.0959,11.7538,2.9631
2026-05-17 13:15:55,4.5623,99.4647,0.8943,39.8348,11.8912,2.9612
2026-05-17 13:20:55,4.3884,91.1645,0.9644,38.2682,11.8199,2.908
2026-05-17 13:25:55,4.7988,80.8609,0.8665,39.9527,12.0348,2.9461
2026-05-17 13:30:55,4.3612,101.2869,0.8131,36.8614,11.866,2.9199
2026-05-17 13:35:55,4.2447,94.2501,0.9146,38.8231,11.608,3.0023
2026-05-17 13:40:55,4.6626,89.4049,1.0108,38.2159,11.5712,2.9085
2026-05-17 13:45:55,4.4886,91.46,0.8855,39.9225,11.6123,3.0366
2026-05-17 13:50:55,4.4795,96.7038,0.9206,40.0481,11.8855,2.9769
2026-05-17 13:55:55,4.6607,97.9749,0.9118,40.3508,11.7865,3.0364
2026-05-17 14:00:55,4.3309,100.8056,0.8976,37.7831,11.8192,2.9091
2026-05-17 14:05:55,4.7102,86.0843,0.8732,37.2326,11.7322,2.8046
2026-05-17 14:10:55,4.104,94.5625,0.9471,40.0105,11.655,2.9471
2026-05-17 14:15:55,4.4991,83.0498,0.9902,40.5528,11.7669,2.9516
2026-05-17 14:20:55,4.5521,77.7496,0.8852,38.6816,11.6498,2.9331
2026-05-17 14:25:55,4.9494,93.8451,0.8657,40.1871,12.0099,3.0055
2026-05-17 14:30:55,4.5149,86.1184,0.9419,39.9722,11.9343,2.9881
2026-05-17 14:35:55,4.7624,86.7886,0.979,39.7371,12.1113,2.9086
2026-05-17 14:40:55,4.934,91.1875,0.8609,38.9193,11.7519,2.9754
2026-05-17 14:45:55,4.6307,86.5578,0.8985,42.0707,12.0591,2.9762
2026-05-17 14:50:55,4.5095,90.7202,0.9368,38.2726,11.7614,2.8499
2026-05-17 14:55:55,4.5998,93.8832,0.871,41.3888,11.6161,2.8621
2026-05-17 15:00:55,4.5561,96.2826,1.001,38.9493,11.9618,2.9477
2026-05-17 15:05:55,4.4568,95.302,0.9391,37.6083,12.0215,3.0328
2026-05-17 15:10:55,4.3436,92.3748,0.9296,39.8128,11.7175,2.9097
2026-05-17 15:15:55,4.4936,97.0364,0.9326,39.0553,11.9158,2.7791
2026-05-17 15:20:55,4.7872,79.5617,0.8783,38.1564,11.6058,3.0196
2026-05-17 15:25:55,4.3831,92.079,0.8972,40.0724,11.8115,2.873
2026-05-17 15:30:55,4.7491,87.0375,0.8066,38.9863,12.0251,3.001
2026-05-17 15:35:55,4.4128,87.9045,0.8807,41.9921,11.8573,2.9758
2026-05-17 15:40:55,4.7576,91.4327,0.8845,39.2644,11.7893,2.9478
2026-05-17 15:45:55,4.6819,90.3117,0.944,39.4031,11.8118,2.8301
2026-05-17 15:50:55,4.7291,92.0789,0.9599,36.0245,12.1133,2.9416
2026-05-17 15:55:55,4.777,83.7606,0.9368,38.2359,11.7064,3.0648
2026-05-17 16:00:55,4.4523,91.3046,0.9522,40.0948,11.8226,2.9719
2026-05-17 16:05:55,5.1009,89.6543,0.9121,40.7608,11.9658,3.0212
2026-05-17 16:10:55,4.6597,83.142,0.998,38.1244,11.8454,2.9047
2026-05-17 16:15:55,4.484,91.9726,0.9193,40.0063,12.0421,2.9772
2026-05-17 16:20:55,4.439,95.7845,0.9714,38.0269,11.8896,2.9921
2026-05-17 16:25:55,4.4256,98.2542,0.891,39.6507,11.774,2.9509
2026-05-17 16:30:55,4.2259,81.3597,0.9957,38.4836,11.6513,2.8208
2026-05-17 16:35:55,4.3403,82.0615,0.9985,40.7118,11.6968,3.0851
2026-05-17 16:40:55,4.7454,88.051,0.75,42.2491,11.5916,2.8513
2026-05-17 16:45:55,4.7556,104.6385,0.9831,40.1767,11.8892,3.0012
2026-05-17 16:50:55,4.6897,91.6871,0.9063,39.4249,11.6869,2.9332
2026-05-17 16:55:55,4.0768,89.41,0.8407,38.1757,11.827,3.0335
2026-05-17 17:00:55,4.7296,80.577,0.8406,40.6289,11.6526,2.9365
2026-05-17 17:05:55,4.6375,84.1899,0.9063,37.8992,11.7098,2.9692
2026-05-17 17:10:55,4.1018,92.6428,0.8988,40.163,11.8336,3.0318
2026-05-17 17:15:55,4.5313,87.4236,0.9073,40.152,11.8073,2.9524
2026-05-17 17:20:55,4.3245,86.0226,0.8158,41.5995,11.6134,2.9084
2026-05-17 17:25:55,4.3204,95.3695,0.8823,40.9973,11.699,2.9667
2026-05-17 17:30:55,4.2912,102.8709,0.8287,39.8718,11.8951,2.9748
2026-05-17 17:35:55,4.4537,89.2211,0.9026,39.3236,11.9446,3.0826
2026-05-17 17:40:55,4.3606,81.7812,0.8947,42.5957,11.6794,3.0483
2026-05-17 17:45:55,4.9194,86.6785,0.9341,41.4541,11.7431,2.9378
2026-05-17 17:50:55,4.3546,83.9115,0.861,38.0313,11.8051,2.9038
2026-05-17 17:55:55,4.5584,80.6646,0.9199,40.5002,11.5009,2.9724
2026-05-17 18:00:55,4.8069,82.7422,1.0004,40.0028,11.6942,2.9467
2026-05-17 18:05:55,4.6396,90.456,0.9323,38.3952,11.8254,2.8652
2026-05-17 18:10:55,4.4722,84.5766,0.8559,40.9833,11.9637,2.9865
2026-05-17 18:15:55,4.2269,88.1015,0.9728,39.6701,12.1479,2.9736
2026-05-17 18:20:55,4.548,88.1453,0.908,39.317,11.9062,3.0074
2026-05-17 18:25:55,4.3035,82.0126,0.7898,40.1096,11.6345,2.8208
2026-05-17 18:30:55,4.5971,104.958,0.8996,40.5062,11.8123,2.9441
2026-05-17 18:35:55,4.7298,88.2584,0.916,39.886,11.6998,3.0095
2026-05-17 18:40:55,4.4563,85.4655,0.9322,38.4218,11.8042,2.9495
2026-05-17 18:45:55,4.7715,92.8482,0.8985,40.4813,12.0085,2.9835
2026-05-17 18:50:55,4.5026,82.129,0.8361,39.1337,11.7086,2.9388
2026-05-17 18:55:55,4.5142,93.1782,0.8958,40.0838,11.8097,2.8315
2026-05-17 19:00:55,4.2652,89.1355,0.8274,40.2199,12.0296,3.0231
2026-05-17 19:05:55,4.4466,98.9444,0.9089,39.0955,11.708,2.9319
2026-05-17 19:10:55,4.403,91.0225,0.9096,39.5037,11.8655,3.0214
2026-05-17 19:15:55,4.7374,81.0906,0.7468,40.6212,11.595,2.9365
2026-05-17 19:20:55,4.2075,79.1881,0.9325,40.411,11.7135,2.7945
2026-05-17 19:25:55,4.3634,92.3508,0.8113,39.72,11.7977,2.9848
2026-05-17 19:30:55,4.5299,84.1616,0.9718,39.3098,11.7959,2.894
2026-05-17 19:35:55,4.3892,84.6912,0.8896,41.5541,11.5942,2.8532
2026-05-17 19:40:55,4.8678,88.7441,0.8599,40.7479,11.7092,3.0596
2026-05-17 19:45:55,4.6695,87.0725,1.0294,38.7731,11.9113,2.968
2026-05-17 19:50:55,4.8254,99.3691,0.9019,38.5959,11.869,2.9093
2026-05-17 19:55:55,5.0033,90.8192,0.8781,39.7216,11.5979,2.8917
2026-05-17 20:00:55,4.8001,86.0586,0.8372,40.144,11.9779,2.9931
2026-05-17 20:05:55,4.749,85.4592,0.8147,41.3016,11.7516,2.935
2026-05-17 20:10:55,4.832,93.3374,0.9274,42.098,11.7035,3.0057
2026-05-17 20:15:55,4.5143,91.6116,0.9917,40.1094,11.8807,3.0144
2026-05-17 20:20:55,4.4088,84.9647,0.8373,37.1404,12.1084,2.8838
2026-05-17 20:25:55,4.4447,88.3391,0.9184,40.4789,11.9291,2.915
2026-05-17 20:30:55,4.4582,91.6955,0.8851,41.4288,11.8736,2.9941
2026-05-17 20:35:55,4.6657,97.0408,0.9109,37.9438,11.86,2.9109
2026-05-17 20:40:55,4.3678,93.5182,0.9743,39.5255,11.8463,3.0521
2026-05-17 20:45:55,4.5602,105.6101,0.9339,37.3871,11.913,2.9729
2026-05-17 20:50:55,4.8224,94.0391,0.8917,38.0308,11.7686,2.899
2026-05-17 20:55:55,4.3549,93.5315,1.0002,39.9736,11.6206,2.9767
2026-05-17 21:00:55,4.7992,86.3413,0.892,39.5176,11.6823,2.9889
2026-05-17 21:05:55,4.4698,92.5172,0.8468,38.9751,11.9084,2.9276
2026-05-17 21:10:55,4.9317,87.6022,0.9135,40.6191,11.5872,2.8444
2026-05-17 21:15:55,4.1186,97.5755,0.8669,42.5698,11.7154,2.9611
2026-05-17 21:20:55,4.8855,102.0366,1.0237,40.95,11.9536,2.9856
2026-05-17 21:25:55,4.6946,86.6929,0.8509,39.496,11.7745,2.9228
2026-05-17 21:30:55,4.6741,95.7318,0.9053,41.273,11.6287,2.9384
2026-05-17 21:35:55,4.3208,78.8008,0.895,39.3539,12.027,2.9878
2026-05-17 21:40:55,4.244,101.1246,0.9733,40.1985,11.766,2.8924
2026-05-17 21:45:55,4.4069,96.5325,1.0131,41.3519,11.7267,2.8828
2026-05-17 21:50:55,4.5352,79.3894,0.9194,39.3229,11.7301,2.8543
2026-05-17 21:55:55,4.6284,86.8038,0.8298,36.0533,11.7959,3.0563
2026-05-17 22:00:55,4.9153,87.2574,0.8639,40.0625,11.6502,2.9681
2026-05-17 22:05:55,4.6915,97.3616,0.894,39.2556,11.6683,2.9004
2026-05-17 22:10:55,4.4434,92.2042,0.9548,38.5362,12.0239,2.9337
2026-05-17 22:15:55,4.4947,85.5167,0.7545,40.5609,11.9105,2.9331
2026-05-17 22:20:55,4.5167,93.0956,0.8062,38.8651,11.9191,2.8747
2026-05-17 22:25:55,4.5734,81.8605,0.928,39.4572,11.5577,3.0199
2026-05-17 22:30:55,4.3164,85.1385,0.912,40.8784,11.6476,2.9537
2026-05-17 22:35:55,4.6072,94.1586,0.9106,39.0596,11.6759,2.9552
2026-05-17 22:40:55,4.232,72.4719,0.9262,40.5847,11.4456,2.8894
2026-05-17 22:45:55,4.6548,102.345,0.9012,38.6264,11.7726,3.0325
2026-05-17 22:50:55,4.3385,85.2048,0.871,38.356,11.8184,3.0475
2026-05-17 22:55:55,4.5808,88.4859,0.8825,37.6242,11.9325,2.9453
2026-05-17 23:00:55,4.4549,109.1586,0.9179,38.5979,11.736,3.0189
2026-05-17 23:05:55,4.5283,81.3703,0.9552,38.6982,12.081,3.0148
2026-05-17 23:10:55,4.3882,97.6861,0.9041,40.5233,11.8727,2.8992
2026-05-17 23:15:55,4.3391,96.1798,0.8799,39.0156,11.6567,2.9754
2026-05-17 23:20:55,5.0156,83.5948,0.9015,41.1947,11.7881,2.9771
2026-05-17 23:25:55,4.2344,92.5698,0.8888,40.6829,11.9781,3.1054
2026-05-17 23:30:55,4.6449,91.9548,0.9117,39.0762,11.8508,2.9323
2026-05-17 23:35:55,4.5421,97.9056,0.8396,40.8679,11.9976,2.9429
2026-05-17 23:40:55,3.9695,86.3531,0.9778,39.4726,11.6501,2.9197
2026-05-17 23:45:55,4.7102,93.2804,0.8857,39.0598,11.7412,2.8947
2026-05-17 23:50:55,4.9038,88.0661,0.973,41.3256,11.9497,2.9241
2026-05-17 23:55:55,4.6009,89.8548,0.8458,39.8892,11.6231,3.0213
2026-05-18 00:00:55,4.3838,91.207,0.917,39.1893,11.888,2.9215
2026-05-18 00:05:55,4.7178,81.9241,0.9076,41.8267,11.65,2.9093
2026-05-18 00:10:55,4.6285,91.0775,0.921,40.087,11.8952,3.0166
2026-05-18 00:15:55,4.6025,88.5525,0.9404,41.7799,11.7801,2.8915
2026-05-18 00:20:55,4.7768,89.2777,0.7696,40.5169,11.7197,2.9446
2026-05-18 00:25:55,4.583,91.143,0.9426,38.9774,11.877,2.9344
2026-05-18 00:30:55,4.6847,93.6922,0.8439,40.8032,11.7196,2.9985
2026-05-18 00:35:55,4.5918,101.0291,0.8866,74.08080000000001,13.7971,2.9318
2026-05-18 00:40:55,4.7,80.3021,0.8368,73.21860000000001,13.9425,3.0526
2026-05-18 00:45:55,4.4739,88.9871,0.9042,75.8943,13.6609,2.9643
2026-05-18 00:50:55,4.7438,93.0066,0.9114,75.7013,13.3945,2.9907
2026-05-18 00:55:55,4.3365,79.0162,0.9307,76.14840000000001,13.7794,3.0072
2026-05-18 01:00:55,4.9031,97.8895,0.9984,75.3906,13.8113,2.8539
2026-05-18 01:05:55,4.4385,84.9405,1.0303,39.2889,11.8185,2.9831
2026-05-18 01:10:55,4.5109,100.1703,0.8626,39.7335,11.6886,2.8708
2026-05-18 01:15:55,4.3471,89.7778,0.8742,38.6691,11.5891,2.945
2026-05-18 01:20:55,4.1238,94.5603,0.9049,37.7509,11.7536,2.9049
2026-05-18 01:25:55,4.5798,98.0427,0.7875,39.638,11.776,2.9903
2026-05-18 01:30:55,4.5533,85.4882,0.8809,38.5448,11.9614,2.9513
2026-05-18 01:35:55,4.9753,89.636,0.8575,37.6835,11.5295,2.855
2026-05-18 01:40:55,4.5668,93.0524,0.8051,40.574,11.7275,2.9588
2026-05-18 01:45:55,4.9031,95.381,0.8839,38.4306,11.4772,2.9069
2026-05-18 01:50:55,4.4472,84.0769,0.8921,39.5922,11.7663,2.911
2026-05-18 01:55:55,4.5422,92.6516,0.8346,41.1931,11.7852,2.9511
2026-05-18 02:00:55,4.6771,91.3993,0.9572,39.8445,11.7081,2.9717
2026-05-18 02:05:55,4.2141,90.6514,0.898,39.2503,11.7807,2.8371
2026-05-18 02:10:55,4.3628,90.5571,0.9096,38.2668,11.9899,2.898
2026-05-18 02:15:55,4.7424,92.5632,0.8612,41.6304,11.621,3.0051
2026-05-18 02:20:55,4.7501,85.9763,0.9835,39.1999,11.8433,2.9656
2026-05-18 02:25:55,4.4664,94.8648,0.9476,37.4018,11.9957,2.8503
2026-05-18 02:30:55,4.7581,96.7602,0.8345,39.007,11.6341,2.9371
2026-05-18 02:35:55,4.423,94.678,0.9786,41.1748,11.7157,2.9374
2026-05-18 02:40:55,4.0791,85.1648,0.9579,41.4387,11.6148,2.9145
2026-05-18 02:45:55,4.4934,91.681,0.8514,40.0089,11.7289,2.9491
2026-05-18 02:50:55,4.6366,90.0385,0.8738,39.3685,11.7867,2.9278
2026-05-18 02:55:55,4.4353,99.5919,0.9337,39.1454,11.9045,2.93
2026-05-18 03:00:55,4.7933,92.2179,0.8936,40.0373,11.5644,2.8824
2026-05-18 03:05:55,4.2015,90.8577,1.004,42.1776,11.8957,2.9801
2026-05-18 03:10:55,4.0497,86.744,0.8527,38.755,11.7748,2.9217
2026-05-18 03:15:55,4.0052,94.4875,0.8356,39.7871,12.1111,2.8948
2026-05-18 03:20:55,3.8674,88.284,0.9661,41.85,11.6156,2.9798
2026-05-18 03:25:55,4.3837,89.3643,1.0587,37.6964,11.8381,2.9781
2026-05-18 03:30:55,4.7714,90.5879,0.9185,39.03,11.8404,2.9294
2026-05-18 03:35:55,4.6554,87.7823,0.9226,39.4649,11.9689,2.9469
2026-05-18 03:40:55,4.0567,97.5715,0.8457,38.7155,11.7107,3.0325
2026-05-18 03:45:55,3.9661,108.8265,0.9634,39.7679,11.7918,2.9671
